feature,weight,std
out_prncp,0.14802866306104662,0.0003791286915900219
recoveries,0.09064612126074927,0.00012599715154704082
total_pymnt,0.06013647094731931,0.00026169324400527715
loan_amnt,0.03540429113493795,0.00010410513710888705
installment,0.027286790157998352,0.00012339361674384457
last_pymnt_amnt,0.012629690177190312,0.0001376226133993779
total_rec_late_fee,0.010493140612246354,0.00010748510539936666
int_rate,0.0,0.0
bc_open_to_buy,0.0,0.0
chargeoff_within_12_mths,0.0,0.0
delinq_amnt,0.0,0.0
mths_since_recent_bc,0.0,0.0
collections_12_mths_ex_med,0.0,0.0
annual_inc,0.0,0.0
num_bc_sats,0.0,0.0
num_bc_tl,0.0,0.0
num_sats,0.0,0.0
num_tl_30dpd,0.0,0.0
tax_liens,0.0,0.0
pub_rec,0.0,0.0
