feature,weight,std
out_prncp,0.13285222430070776,0.0004087159023479292
recoveries,0.09608969808519834,0.0001469011474512804
total_pymnt,0.05402834396598166,0.00014455301980154323
installment,0.019746435037563015,7.788516334867162e-05
loan_amnt,0.015548253879432905,9.574527367660542e-05
total_rec_late_fee,0.010692459413651201,8.11924216211445e-05
last_pymnt_amnt,0.010574532976625117,0.00014271414160366638
bc_open_to_buy,0.0,0.0
chargeoff_within_12_mths,0.0,0.0
delinq_amnt,0.0,0.0
tax_liens,0.0,0.0
mths_since_recent_bc,0.0,0.0
collections_12_mths_ex_med,0.0,0.0
annual_inc,0.0,0.0
num_bc_sats,0.0,0.0
num_bc_tl,0.0,0.0
num_sats,0.0,0.0
num_tl_30dpd,0.0,0.0
int_rate,0.0,0.0
pub_rec,0.0,0.0
